District Number,District Name,School Number,School Name,Grade,Group,2014 Total Tested,2014 n Unsatisfactory,2014 % Unsatisfactory,2014 n Partially Proficient,2014 % Partially Proficient,2014 n Proficient,2014 % Proficient,2014 n Advanced,2014 % Advanced,2014 % Proficient and Advanced,2014 n No Score,2014 % No Score
0880,DENVER COUNTY 1,1400,CENTEN ECE E,3,F,19,2,10.5,6,31.6,10,52.6,1,5.3,57.9,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,3,M,27,4,14.8,8,29.6,12,44.4,3,11.1,55.6,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,4,F,22,3,13.6,8,36.4,8,36.4,3,13.6,50.0,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,4,M,37,3,8.1,15,40.5,15,40.5,4,10.8,51.4,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1400,CENTEN ECE E,5,M,20,7,35.0,7,35.0,5,25.0,1,5.0,30.0,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1400,CENTEN ECE E,7,M,16,6,37.5,2,12.5,4,25.0,1,6.3,31.3,3,18.8
0880,DENVER COUNTY 1,1400,CENTEN ECE E,8,F,26,15,57.7,7,26.9,3,11.5,1,3.8,15.4,0,0.0
0880,DENVER COUNTY 1,1400,CENTEN ECE E,8,M,16,8,50.0,5,31.3,2,12.5,1,6.3,18.8,0,0.0
0880,DENVER COUNTY 1,1489,COMPASSION ROAD,9,F,16,15,93.8,1,6.3,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1489,COMPASSION ROAD,9,M,21,20,95.2,1,4.8,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1489,COMPASSION ROAD,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1489,COMPASSION ROAD,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,3,F,30,9,30.0,12,40.0,6,20.0,3,10.0,30.0,0,0.0
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,3,M,43,13,30.2,17,39.5,10,23.3,3,7.0,30.2,0,0.0
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,4,F,26,0,0.0,6,23.1,19,73.1,1,3.8,76.9,0,0.0
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,4,M,37,8,21.6,12,32.4,14,37.8,3,8.1,45.9,0,0.0
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,5,F,30,9,30.0,13,43.3,6,20.0,2,6.7,26.7,0,0.0
0880,DENVER COUNTY 1,1528,CHELTENHAM EL,5,M,29,8,27.6,14,48.3,6,20.7,1,3.4,24.1,0,0.0
0880,DENVER COUNTY 1,1748,COLORADO HIGH,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1748,COLORADO HIGH,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,3,F,24,2,8.3,13,54.2,8,33.3,1,4.2,37.5,0,0.0
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,3,M,28,7,25.0,5,17.9,13,46.4,3,10.7,57.1,0,0.0
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,4,F,25,4,16.0,14,56.0,4,16.0,3,12.0,28.0,0,0.0
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,4,M,29,7,24.1,8,27.6,12,41.4,2,6.9,48.3,0,0.0
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,5,F,21,4,19.0,9,42.9,8,38.1,0,0.0,38.1,0,0.0
0880,DENVER COUNTY 1,1774,COLFAX ELEMEN,5,M,24,2,8.3,8,33.3,11,45.8,3,12.5,58.3,0,0.0
0880,DENVER COUNTY 1,1785,COLE ARTS AND,3,F,29,3,10.3,2,6.9,17,58.6,7,24.1,82.8,0,0.0
0880,DENVER COUNTY 1,1785,COLE ARTS AND,3,M,38,2,5.3,9,23.7,19,50.0,8,21.1,71.1,0,0.0
0880,DENVER COUNTY 1,1785,COLE ARTS AND,4,F,40,10,25.0,13,32.5,14,35.0,3,7.5,42.5,0,0.0
0880,DENVER COUNTY 1,1785,COLE ARTS AND,4,M,37,7,18.9,19,51.4,10,27.0,1,2.7,29.7,0,0.0
0880,DENVER COUNTY 1,1785,COLE ARTS AND,5,F,34,1,2.9,13,38.2,16,47.1,3,8.8,55.9,1,2.9
0880,DENVER COUNTY 1,1785,COLE ARTS AND,5,M,44,8,18.2,14,31.8,19,43.2,3,6.8,50.0,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,3,F,31,2,6.5,9,29.0,15,48.4,5,16.1,64.5,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,3,M,37,1,2.7,14,37.8,10,27.0,12,32.4,59.5,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,4,F,45,7,15.6,17,37.8,17,37.8,4,8.9,46.7,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,4,M,38,7,18.4,10,26.3,16,42.1,5,13.2,55.3,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,5,F,26,2,7.7,6,23.1,11,42.3,7,26.9,69.2,0,0.0
0880,DENVER COUNTY 1,1788,COLLEGE VIEW,5,M,24,1,4.2,11,45.8,6,25.0,6,25.0,50.0,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,3,F,19,6,31.6,5,26.3,7,36.8,1,5.3,42.1,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,3,M,22,5,22.7,6,27.3,8,36.4,3,13.6,50.0,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,4,F,22,1,4.5,9,40.9,9,40.9,3,13.6,54.5,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,4,M,21,1,4.8,8,38.1,9,42.9,3,14.3,57.1,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,5,F,16,2,12.5,8,50.0,5,31.3,1,6.3,37.5,0,0.0
0880,DENVER COUNTY 1,1816,COLUMBIAN ELE,5,M,16,2,12.5,9,56.3,3,18.8,2,12.5,31.3,0,0.0
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,3,F,16,3,18.8,7,43.8,5,31.3,1,6.3,37.5,0,0.0
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,3,M,20,9,45.0,7,35.0,4,20.0,0,0.0,20.0,0,0.0
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1846,COLUMBINE ELE,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,9,F,43,40,93.0,3,7.0,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,9,M,31,27,87.1,4,12.9,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,10,F,40,33,82.5,7,17.5,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1866,ACE COMMUNITY,10,M,62,57,91.9,5,8.1,0,0.0,0,0.0,0.0,0,0.0
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,3,F,45,0,0.0,3,6.7,11,24.4,31,68.9,93.3,0,0.0
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,3,M,37,0,0.0,2,5.4,11,29.7,24,64.9,94.6,0,0.0
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,4,F,35,0,0.0,0,0.0,12,34.3,23,65.7,100.0,0,0.0
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,4,M,42,0,0.0,1,2.4,13,31.0,27,64.3,95.2,1,2.4
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,5,F,43,0,0.0,3,7.0,2,4.7,38,88.4,93.0,0,0.0
0880,DENVER COUNTY 1,1908,CORY ELEMENTA,5,M,33,0,0.0,1,3.0,9,27.3,23,69.7,97.0,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,3,F,45,8,17.8,18,40.0,13,28.9,6,13.3,42.2,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,3,M,32,5,15.6,5,15.6,16,50.0,6,18.8,68.8,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,4,F,33,8,24.2,13,39.4,10,30.3,2,6.1,36.4,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,4,M,42,9,21.4,18,42.9,12,28.6,3,7.1,35.7,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,5,F,21,3,14.3,11,52.4,7,33.3,0,0.0,33.3,0,0.0
0880,DENVER COUNTY 1,1928,COWELL ELEMEN,5,M,44,13,29.5,17,38.6,10,22.7,4,9.1,31.8,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,3,F,24,0,0.0,0,0.0,2,8.3,22,91.7,100.0,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,3,M,29,0,0.0,0,0.0,1,3.4,28,96.6,100.0,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,4,F,41,0,0.0,0,0.0,3,7.3,38,92.7,100.0,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,4,M,34,0,0.0,0,0.0,2,5.9,32,94.1,100.0,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,5,F,44,0,0.0,1,2.3,5,11.4,38,86.4,97.7,0,0.0
0880,DENVER COUNTY 1,2027,POLARIS AT ES,5,M,35,0,0.0,0,0.0,8,22.9,27,77.1,100.0,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,6,F,81,6,7.4,11,13.6,26,32.1,38,46.9,79.0,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,6,M,76,1,1.3,10,13.2,26,34.2,39,51.3,85.5,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,7,F,71,0,0.0,12,16.9,19,26.8,40,56.3,83.1,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,7,M,80,2,2.5,14,17.5,21,26.3,43,53.8,80.0,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,8,F,62,1,1.6,4,6.5,20,32.3,37,59.7,91.9,0,0.0
0880,DENVER COUNTY 1,2115,DSST STAPLETN M,8,M,78,2,2.6,8,10.3,24,30.8,44,56.4,87.2,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,3,F,19,1,5.3,2,10.5,4,21.1,12,63.2,84.2,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,3,M,24,1,4.2,2,8.3,7,29.2,14,58.3,87.5,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,4,F,19,3,15.8,6,31.6,9,47.4,1,5.3,52.6,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,4,M,28,2,7.1,7,25.0,10,35.7,9,32.1,67.9,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,5,F,31,1,3.2,8,25.8,9,29.0,13,41.9,71.0,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,5,M,30,6,20.0,6,20.0,8,26.7,10,33.3,60.0,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,6,F,24,4,16.7,7,29.2,7,29.2,6,25.0,54.2,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,6,M,18,2,11.1,7,38.9,3,16.7,6,33.3,50.0,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,7,F,38,10,26.3,18,47.4,8,21.1,2,5.3,26.3,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,7,M,20,4,20.0,6,30.0,8,40.0,2,10.0,50.0,0,0.0
0880,DENVER COUNTY 1,2125,DENVER GREEN,8,F,27,12,44.4,8,29.6,4,14.8,2,7.4,22.2,1,3.7
0880,DENVER COUNTY 1,2125,DENVER GREEN,8,M,23,10,43.5,7,30.4,3,13.0,3,13.0,26.1,0,0.0
0880,DENVER COUNTY 1,2127,DENVER LANGUA,3,F,74,1,1.4,13,17.6,31,41.9,29,39.2,81.1,0,0.0
0880,DENVER COUNTY 1,2127,DENVER LANGUA,3,M,44,0,0.0,6,13.6,11,25.0,26,59.1,84.1,1,2.3
0880,DENVER COUNTY 1,2127,DENVER LANGUA,4,F,21,0,0.0,4,19.0,12,57.1,5,23.8,81.0,0,0.0
0880,DENVER COUNTY 1,2127,DENVER LANGUA,4,M,25,1,4.0,5,20.0,5,20.0,14,56.0,76.0,0,0.0
0880,DENVER COUNTY 1,2127,DENVER LANGUA,5,F,35,0,0.0,5,14.3,11,31.4,19,54.3,85.7,0,0.0
0880,DENVER COUNTY 1,2127,DENVER LANGUA,5,M,20,1,5.0,5,25.0,4,20.0,10,50.0,70.0,0,0.0
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,3,F,20,3,15.0,4,20.0,8,40.0,5,25.0,65.0,0,0.0
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,3,M,23,4,17.4,8,34.8,5,21.7,6,26.1,47.8,0,0.0
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,4,F,34,5,14.7,9,26.5,16,47.1,4,11.8,58.8,0,0.0
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,4,M,17,0,0.0,8,47.1,6,35.3,3,17.6,52.9,0,0.0
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2129,DCIS AT FAIRMON,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2145,DSST GRN VLY,9,F,95,9,9.5,27,28.4,38,40.0,21,22.1,62.1,0,0.0
0880,DENVER COUNTY 1,2145,DSST GRN VLY,9,M,98,10,10.2,22,22.4,36,36.7,29,29.6,66.3,1,1.0
0880,DENVER COUNTY 1,2145,DSST GRN VLY,10,F,73,5,6.8,22,30.1,40,54.8,6,8.2,63.0,0,0.0
0880,DENVER COUNTY 1,2145,DSST GRN VLY,10,M,62,3,4.8,22,35.5,30,48.4,7,11.3,59.7,0,0.0
0880,DENVER COUNTY 1,2167,DENVER PUBLIC M,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2167,DENVER PUBLIC M,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2167,DENVER PUBLIC M,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2167,DENVER PUBLIC M,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2174,DENISON MONTE,3,F,25,4,16.0,11,44.0,8,32.0,2,8.0,40.0,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,3,M,28,3,10.7,9,32.1,12,42.9,4,14.3,57.1,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,4,F,24,6,25.0,9,37.5,7,29.2,2,8.3,37.5,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,4,M,18,5,27.8,0,0.0,8,44.4,5,27.8,72.2,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,5,F,25,3,12.0,8,32.0,9,36.0,5,20.0,56.0,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,5,M,22,0,0.0,4,18.2,12,54.5,6,27.3,81.8,0,0.0
0880,DENVER COUNTY 1,2174,DENISON MONTE,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2174,DENISON MONTE,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,6,F,70,2,2.9,21,30.0,32,45.7,15,21.4,67.1,0,0.0
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,6,M,84,6,7.1,25,29.8,25,29.8,27,32.1,61.9,1,1.2
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,7,F,60,5,8.3,21,35.0,21,35.0,13,21.7,56.7,0,0.0
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,7,M,84,13,15.5,24,28.6,32,38.1,14,16.7,54.8,1,1.2
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,8,F,76,5,6.6,20,26.3,27,35.5,24,31.6,67.1,0,0.0
0880,DENVER COUNTY 1,2181,DSST GREEN VALL,8,M,70,6,8.6,20,28.6,21,30.0,23,32.9,62.9,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,6,F,64,2,3.1,9,14.1,31,48.4,22,34.4,82.8,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,6,M,52,4,7.7,10,19.2,17,32.7,21,40.4,73.1,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,7,F,76,10,13.2,22,28.9,24,31.6,20,26.3,57.9,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,7,M,41,4,9.8,9,22.0,15,36.6,13,31.7,68.3,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,8,F,72,4,5.6,17,23.6,22,30.6,25,34.7,65.3,4,5.6
0880,DENVER COUNTY 1,2183,DENVER CENTER,8,M,53,6,11.3,11,20.8,17,32.1,19,35.8,67.9,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,9,F,74,17,23.0,26,35.1,26,35.1,5,6.8,41.9,0,0.0
0880,DENVER COUNTY 1,2183,DENVER CENTER,9,M,53,10,18.9,14,26.4,23,43.4,5,9.4,52.8,1,1.9
0880,DENVER COUNTY 1,2183,DENVER CENTER,10,F,57,6,10.5,28,49.1,20,35.1,1,1.8,36.8,2,3.5
0880,DENVER COUNTY 1,2183,DENVER CENTER,10,M,35,9,25.7,12,34.3,13,37.1,1,2.9,40.0,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,6,F,87,0,0.0,4,4.6,27,31.0,56,64.4,95.4,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,6,M,47,0,0.0,1,2.1,15,31.9,31,66.0,97.9,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,7,F,86,1,1.2,8,9.3,22,25.6,55,64.0,89.5,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,7,M,50,0,0.0,3,6.0,15,30.0,32,64.0,94.0,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,8,F,97,1,1.0,9,9.3,28,28.9,59,60.8,89.7,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,8,M,60,0,0.0,5,8.3,21,35.0,34,56.7,91.7,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,9,F,98,5,5.1,23,23.5,40,40.8,30,30.6,71.4,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,9,M,75,4,5.3,14,18.7,29,38.7,28,37.3,76.0,0,0.0
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,10,F,90,12,13.3,28,31.1,43,47.8,6,6.7,54.4,1,1.1
0880,DENVER COUNTY 1,2184,DENVER SCHOOL,10,M,63,4,6.3,21,33.3,23,36.5,15,23.8,60.3,0,0.0
0880,DENVER COUNTY 1,2185,DSST STAPLETN,9,F,70,10,14.3,13,18.6,21,30.0,26,37.1,67.1,0,0.0
0880,DENVER COUNTY 1,2185,DSST STAPLETN,9,M,78,10,12.8,11,14.1,22,28.2,34,43.6,71.8,1,1.3
0880,DENVER COUNTY 1,2185,DSST STAPLETN,10,F,88,0,0.0,18,20.5,57,64.8,13,14.8,79.5,0,0.0
0880,DENVER COUNTY 1,2185,DSST STAPLETN,10,M,63,0,0.0,16,25.4,32,50.8,15,23.8,74.6,0,0.0
0880,DENVER COUNTY 1,2186,DSST BYERS,6,F,56,4,7.1,3,5.4,16,28.6,33,58.9,87.5,0,0.0
0880,DENVER COUNTY 1,2186,DSST BYERS,6,M,94,0,0.0,5,5.3,16,17.0,72,76.6,93.6,1,1.1
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,8,M,19,16,84.2,1,5.3,1,5.3,0,0.0,5.3,1,5.3
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,9,M,16,13,81.3,2,12.5,0,0.0,0,0.0,0.0,1,6.3
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0880,DENVER COUNTY 1,2188,DENVER C WYMAN,10,M,26,21,80.8,4,15.4,0,0.0,0,0.0,0.0,1,3.8
0880,DENVER COUNTY 1,2205,DCIS AT FORD,3,F,37,6,16.2,15,40.5,13,35.1,3,8.1,43.2,0,0.0
0880,DENVER COUNTY 1,2205,DCIS AT FORD,3,M,51,7,13.7,20,39.2,18,35.3,6,11.8,47.1,0,0.0
0880,DENVER COUNTY 1,2205,DCIS AT FORD,4,F,55,8,14.5,21,38.2,23,41.8,3,5.5,47.3,0,0.0
0880,DENVER COUNTY 1,2205,DCIS AT FORD,4,M,46,15,32.6,12,26.1,18,39.1,1,2.2,41.3,0,0.0
0880,DENVER COUNTY 1,2205,DCIS AT FORD,5,F,34,7,20.6,15,44.1,9,26.5,3,8.8,35.3,0,0.0
0880,DENVER COUNTY 1,2205,DCIS AT FORD,5,M,36,7,19.4,18,50.0,8,22.2,3,8.3,30.6,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,6,F,49,13,26.5,23,46.9,10,20.4,3,6.1,26.5,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,6,M,71,20,28.2,21,29.6,27,38.0,3,4.2,42.3,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,7,F,59,25,42.4,23,39.0,9,15.3,2,3.4,18.6,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,7,M,59,28,47.5,20,33.9,10,16.9,1,1.7,18.6,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,8,F,57,31,54.4,18,31.6,4,7.0,4,7.0,14.0,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,8,M,70,39,55.7,17,24.3,11,15.7,3,4.3,20.0,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,9,F,55,26,47.3,16,29.1,11,20.0,2,3.6,23.6,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,9,M,70,30,42.9,27,38.6,9,12.9,2,2.9,15.7,2,2.9
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,10,F,56,31,55.4,18,32.1,7,12.5,0,0.0,12.5,0,0.0
0880,DENVER COUNTY 1,2209,DCIS AT MONTE,10,M,60,33,55.0,21,35.0,6,10.0,0,0.0,10.0,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,6,F,60,1,1.7,24,40.0,25,41.7,10,16.7,58.3,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,6,M,79,10,12.7,20,25.3,26,32.9,23,29.1,62.0,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,7,F,66,7,10.6,20,30.3,25,37.9,14,21.2,59.1,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,7,M,62,10,16.1,12,19.4,19,30.6,21,33.9,64.5,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,8,F,55,6,10.9,19,34.5,16,29.1,14,25.5,54.5,0,0.0
0880,DENVER COUNTY 1,2223,DSST COLE,8,M,80,6,7.5,20,25.0,23,28.8,30,37.5,66.3,1,1.3
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,3,F,34,5,14.7,15,44.1,11,32.4,3,8.8,41.2,0,0.0
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,3,M,47,9,19.1,14,29.8,19,40.4,5,10.6,51.1,0,0.0
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,4,F,27,3,11.1,11,40.7,11,40.7,2,7.4,48.1,0,0.0
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,4,M,42,7,16.7,9,21.4,19,45.2,7,16.7,61.9,0,0.0
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,5,F,37,10,27.0,15,40.5,11,29.7,1,2.7,32.4,0,0.0
0880,DENVER COUNTY 1,2258,DOULL ELEMENT,5,M,36,10,27.8,17,47.2,7,19.4,2,5.6,25.0,0,0.0
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,3,F,31,6,19.4,12,38.7,13,41.9,0,0.0,41.9,0,0.0
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,3,M,25,3,12.0,6,24.0,15,60.0,1,4.0,64.0,0,0.0
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,4,F,35,3,8.6,14,40.0,12,34.3,3,8.6,42.9,3,8.6
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,4,M,41,8,19.5,13,31.7,17,41.5,2,4.9,46.3,1,2.4
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,5,F,29,10,34.5,8,27.6,9,31.0,2,6.9,37.9,0,0.0
0880,DENVER COUNTY 1,2364,EAGLETON ELEM,5,M,28,8,28.6,8,28.6,10,35.7,2,7.1,42.9,0,0.0
0880,DENVER COUNTY 1,2398,EAST HIGH SCH,9,F,321,91,28.3,78,24.3,84,26.2,67,20.9,47.0,1,0.3
0880,DENVER COUNTY 1,2398,EAST HIGH SCH,9,M,312,90,28.8,72,23.1,85,27.2,65,20.8,48.1,0,0.0
0880,DENVER COUNTY 1,2398,EAST HIGH SCH,10,F,311,73,23.5,101,32.5,121,38.9,16,5.1,44.1,0,0.0
0880,DENVER COUNTY 1,2398,EAST HIGH SCH,10,M,284,76,26.8,82,28.9,92,32.4,34,12.0,44.4,0,0.0
0880,DENVER COUNTY 1,2506,EDISON ELEMEN,3,F,38,1,2.6,7,18.4,14,36.8,16,42.1,78.9,0,0.0
0880,DENVER COUNTY 1,2506,EDISON ELEMEN,3,M,40,2,5.0,13,32.5,13,32.5,12,30.0,62.5,0,0.0
0880,DENVER COUNTY 1,2506,EDISON ELEMEN,4,F,44,3,6.8,6,13.6,13,29.5,22,50.0,79.5,0,0.0
0880,DENVER COUNTY 1,2506,EDISON ELEMEN,4,M,48,5,10.4,10,20.8,12,25.0,21,43.8,68.8,0,0.0
