District Number,District Name,School Number,School Name,Grade,Group,2014 Total Tested,2014 n Unsatisfactory,2014 % Unsatisfactory,2014 n Partially Proficient,2014 % Partially Proficient,2014 n Proficient,2014 % Proficient,2014 n Advanced,2014 % Advanced,2014 % Proficient and Advanced,2014 n No Score,2014 % No Score
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,3,F,21,5,23.8,3,14.3,11,52.4,2,9.5,61.9,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,3,M,26,4,15.4,3,11.5,14,53.8,5,19.2,73.1,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,4,M,17,1,5.9,5,29.4,9,52.9,2,11.8,64.7,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,5,F,22,0,0.0,6,27.3,13,59.1,3,13.6,72.7,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,5,M,20,2,10.0,7,35.0,6,30.0,5,25.0,55.0,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,6,F,19,3,15.8,4,21.1,10,52.6,2,10.5,63.2,0,0.0
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEME,6,M,23,4,17.4,7,30.4,9,39.1,3,13.0,52.2,0,0.0
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,3,F,45,3,6.7,9,20.0,20,44.4,13,28.9,73.3,0,0.0
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,3,M,57,6,10.5,10,17.5,24,42.1,16,28.1,70.2,1,1.8
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,4,F,37,0,0.0,4,10.8,22,59.5,11,29.7,89.2,0,0.0
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,4,M,43,4,9.3,3,7.0,25,58.1,11,25.6,83.7,0,0.0
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,5,F,48,4,8.3,8,16.7,14,29.2,19,39.6,68.8,3,6.3
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,5,M,54,3,5.6,3,5.6,18,33.3,28,51.9,85.2,2,3.7
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,6,F,31,3,9.7,4,12.9,9,29.0,15,48.4,77.4,0,0.0
0900,DOUGLAS COUNTY RE 1,8106,SOARHAWK ES,6,M,55,0,0.0,10,18.2,20,36.4,25,45.5,81.8,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,3,F,41,10,24.4,13,31.7,15,36.6,3,7.3,43.9,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,3,M,42,9,21.4,10,23.8,18,42.9,5,11.9,54.8,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,4,F,41,3,7.3,17,41.5,11,26.8,10,24.4,51.2,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,4,M,28,3,10.7,9,32.1,13,46.4,3,10.7,57.1,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,5,F,32,5,15.6,10,31.3,11,34.4,6,18.8,53.1,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,5,M,44,10,22.7,9,20.5,9,20.5,16,36.4,56.8,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,6,F,52,8,15.4,27,51.9,9,17.3,8,15.4,32.7,0,0.0
0900,DOUGLAS COUNTY RE 1,8126,S RIDGE ELEM,6,M,38,6,15.8,11,28.9,10,26.3,11,28.9,55.3,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,3,F,39,0,0.0,2,5.1,20,51.3,17,43.6,94.9,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,3,M,32,0,0.0,6,18.8,13,40.6,13,40.6,81.3,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,4,F,46,3,6.5,3,6.5,23,50.0,17,37.0,87.0,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,4,M,45,1,2.2,5,11.1,15,33.3,24,53.3,86.7,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,5,F,45,1,2.2,5,11.1,14,31.1,25,55.6,86.7,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,5,M,47,1,2.1,4,8.5,12,25.5,30,63.8,89.4,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,6,F,33,1,3.0,0,0.0,10,30.3,22,66.7,97.0,0,0.0
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW E,6,M,39,1,2.6,2,5.1,11,28.2,25,64.1,92.3,0,0.0
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE,9,F,285,23,8.1,81,28.4,111,38.9,61,21.4,60.4,9,3.2
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE,9,M,246,37,15.0,69,28.0,73,29.7,65,26.4,56.1,2,0.8
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE,10,F,245,38,15.5,79,32.2,100,40.8,20,8.2,49.0,8,3.3
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE,10,M,267,37,13.9,85,31.8,113,42.3,27,10.1,52.4,5,1.9
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,3,F,37,1,2.7,4,10.8,16,43.2,16,43.2,86.5,0,0.0
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,3,M,52,1,1.9,2,3.8,19,36.5,30,57.7,94.2,0,0.0
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,4,F,48,0,0.0,6,12.5,23,47.9,19,39.6,87.5,0,0.0
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,4,M,63,2,3.2,8,12.7,27,42.9,26,41.3,84.1,0,0.0
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,5,F,45,0,0.0,6,13.3,20,44.4,19,42.2,86.7,0,0.0
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL,5,M,47,1,2.1,2,4.3,23,48.9,21,44.7,93.6,0,0.0
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,3,F,26,0,0.0,3,11.5,11,42.3,12,46.2,88.5,0,0.0
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,3,M,41,2,4.9,3,7.3,18,43.9,18,43.9,87.8,0,0.0
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,4,F,42,1,2.4,6,14.3,21,50.0,13,31.0,81.0,1,2.4
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,4,M,43,0,0.0,5,11.6,17,39.5,18,41.9,81.4,3,7.0
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,5,F,29,0,0.0,4,13.8,13,44.8,11,37.9,82.8,1,3.4
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,5,M,27,0,0.0,3,11.1,12,44.4,10,37.0,81.5,2,7.4
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,6,F,34,1,2.9,3,8.8,6,17.6,23,67.6,85.3,1,2.9
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER E,6,M,29,1,3.4,5,17.2,12,41.4,11,37.9,79.3,0,0.0
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,3,F,47,0,0.0,4,8.5,18,38.3,25,53.2,91.5,0,0.0
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,3,M,61,0,0.0,3,4.9,28,45.9,30,49.2,95.1,0,0.0
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,4,F,53,0,0.0,2,3.8,18,34.0,33,62.3,96.2,0,0.0
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,4,M,55,1,1.8,1,1.8,19,34.5,33,60.0,94.5,1,1.8
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,5,F,53,1,1.9,7,13.2,26,49.1,19,35.8,84.9,0,0.0
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNT,5,M,55,0,0.0,4,7.3,19,34.5,32,58.2,92.7,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,3,F,229,15,6.6,66,28.8,98,42.8,50,21.8,64.6,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,3,M,229,20,8.7,52,22.7,99,43.2,58,25.3,68.6,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,4,F,251,22,8.8,66,26.3,109,43.4,54,21.5,64.9,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,4,M,244,32,13.1,61,25.0,97,39.8,53,21.7,61.5,1,0.4
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,5,F,237,25,10.5,62,26.2,98,41.4,52,21.9,63.3,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,5,M,284,35,12.3,77,27.1,113,39.8,57,20.1,59.9,2,0.7
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,6,F,237,30,12.7,78,32.9,77,32.5,48,20.3,52.7,4,1.7
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,6,M,257,34,13.2,66,25.7,82,31.9,72,28.0,59.9,3,1.2
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,7,F,233,31,13.3,65,27.9,68,29.2,69,29.6,58.8,0,0.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,7,M,249,34,13.7,70,28.1,76,30.5,66,26.5,57.0,3,1.2
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,8,F,234,35,15.0,70,29.9,73,31.2,54,23.1,54.3,2,0.9
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,8,M,245,39,15.9,66,26.9,71,29.0,68,27.8,56.7,1,0.4
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,9,F,203,68,33.5,62,30.5,53,26.1,18,8.9,35.0,2,1.0
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,9,M,250,73,29.2,72,28.8,75,30.0,29,11.6,41.6,1,0.4
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,10,F,223,69,30.9,91,40.8,55,24.7,4,1.8,26.5,4,1.8
0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,10,M,205,68,33.2,87,42.4,39,19.0,7,3.4,22.4,4,2.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,3,F,26,1,3.8,4,15.4,14,53.8,7,26.9,80.8,0,0.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,3,M,29,2,6.9,7,24.1,12,41.4,8,27.6,69.0,0,0.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,4,F,30,2,6.7,8,26.7,13,43.3,7,23.3,66.7,0,0.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,4,M,25,2,8.0,8,32.0,11,44.0,4,16.0,60.0,0,0.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,5,F,28,3,10.7,5,17.9,15,53.6,5,17.9,71.4,0,0.0
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEM,5,M,32,7,21.9,8,25.0,13,40.6,4,12.5,53.1,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,3,F,32,3,9.4,3,9.4,16,50.0,10,31.3,81.3,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,3,M,30,1,3.3,4,13.3,12,40.0,13,43.3,83.3,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,4,F,38,2,5.3,7,18.4,25,65.8,4,10.5,76.3,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,4,M,42,3,7.1,9,21.4,18,42.9,12,28.6,71.4,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,5,F,42,1,2.4,7,16.7,17,40.5,17,40.5,81.0,0,0.0
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK E,5,M,52,0,0.0,8,15.4,30,57.7,14,26.9,84.6,0,0.0
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,6,F,58,6,10.3,22,37.9,18,31.0,10,17.2,48.3,2,3.4
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,6,M,60,6,10.0,14,23.3,27,45.0,12,20.0,65.0,1,1.7
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,7,F,62,7,11.3,23,37.1,16,25.8,16,25.8,51.6,0,0.0
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,7,M,56,7,12.5,20,35.7,23,41.1,5,8.9,50.0,1,1.8
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,8,F,61,12,19.7,23,37.7,13,21.3,12,19.7,41.0,1,1.6
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK,8,M,66,8,12.1,18,27.3,26,39.4,14,21.2,60.6,0,0.0
0910,EAGLE COUNTY RE 50,0205,RED CANYON HI,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,0205,RED CANYON HI,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,0205,RED CANYON HI,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,0205,RED CANYON HI,10,M,18,9,50.0,7,38.9,1,5.6,0,0.0,5.6,1,5.6
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,3,F,16,2,12.5,4,25.0,8,50.0,2,12.5,62.5,0,0.0
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,4,F,23,3,13.0,8,34.8,9,39.1,3,13.0,52.2,0,0.0
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,4,M,21,8,38.1,7,33.3,6,28.6,0,0.0,28.6,0,0.0
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,5,F,21,3,14.3,12,57.1,5,23.8,1,4.8,28.6,0,0.0
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTA,5,M,22,6,27.3,5,22.7,9,40.9,2,9.1,50.0,0,0.0
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTA,9,F,108,43,39.8,29,26.9,25,23.1,10,9.3,32.4,1,0.9
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTA,9,M,115,46,40.0,35,30.4,24,20.9,10,8.7,29.6,0,0.0
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTA,10,F,110,38,34.5,44,40.0,26,23.6,1,0.9,24.5,1,0.9
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTA,10,M,96,38,39.6,40,41.7,15,15.6,3,3.1,18.8,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,6,F,55,11,20.0,21,38.2,13,23.6,10,18.2,41.8,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,6,M,62,16,25.8,22,35.5,10,16.1,14,22.6,38.7,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,7,F,53,14,26.4,14,26.4,15,28.3,10,18.9,47.2,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,7,M,55,20,36.4,21,38.2,9,16.4,5,9.1,25.5,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,8,F,69,13,18.8,19,27.5,26,37.7,11,15.9,53.6,0,0.0
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK M,8,M,58,17,29.3,13,22.4,16,27.6,12,20.7,48.3,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,3,F,18,0,0.0,2,11.1,10,55.6,6,33.3,88.9,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,3,M,20,0,0.0,1,5.0,9,45.0,10,50.0,95.0,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,4,F,16,0,0.0,1,6.3,6,37.5,9,56.3,93.8,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,4,M,22,1,4.5,3,13.6,4,18.2,14,63.6,81.8,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,5,F,20,2,10.0,4,20.0,11,55.0,3,15.0,70.0,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,5,M,19,1,5.3,4,21.1,13,68.4,1,5.3,73.7,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,6,F,17,0,0.0,7,41.2,4,23.5,6,35.3,58.8,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,6,M,22,0,0.0,7,31.8,6,27.3,9,40.9,68.2,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,7,F,18,0,0.0,4,22.2,8,44.4,6,33.3,77.8,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,7,M,21,0,0.0,8,38.1,6,28.6,7,33.3,61.9,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,8,F,16,1,6.3,4,25.0,9,56.3,2,12.5,68.8,0,0.0
0910,EAGLE COUNTY RE 50,2340,EAGLE CNTY CH,8,M,23,3,13.0,7,30.4,2,8.7,11,47.8,56.5,0,0.0
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,3,F,22,2,9.1,8,36.4,7,31.8,5,22.7,54.5,0,0.0
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,3,M,18,0,0.0,3,16.7,10,55.6,5,27.8,83.3,0,0.0
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,4,F,22,0,0.0,3,13.6,15,68.2,4,18.2,86.4,0,0.0
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,4,M,19,0,0.0,2,10.5,13,68.4,4,21.1,89.5,0,0.0
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,2346,EAGLE VA ES,5,M,17,0,0.0,5,29.4,10,58.8,2,11.8,70.6,0,0.0
0910,EAGLE COUNTY RE 50,2350,EAGLE VA HS,9,F,79,22,27.8,26,32.9,24,30.4,7,8.9,39.2,0,0.0
0910,EAGLE COUNTY RE 50,2350,EAGLE VA HS,9,M,110,15,13.6,34,30.9,46,41.8,14,12.7,54.5,1,0.9
0910,EAGLE COUNTY RE 50,2350,EAGLE VA HS,10,F,102,27,26.5,44,43.1,28,27.5,3,2.9,30.4,0,0.0
0910,EAGLE COUNTY RE 50,2350,EAGLE VA HS,10,M,78,20,25.6,38,48.7,17,21.8,2,2.6,24.4,1,1.3
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,6,F,47,2,4.3,7,14.9,23,48.9,14,29.8,78.7,1,2.1
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,6,M,62,4,6.5,8,12.9,23,37.1,27,43.5,80.6,0,0.0
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,7,F,55,1,1.8,13,23.6,19,34.5,22,40.0,74.5,0,0.0
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,7,M,53,1,1.9,9,17.0,14,26.4,29,54.7,81.1,0,0.0
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,8,F,42,5,11.9,13,31.0,10,23.8,14,33.3,57.1,0,0.0
0910,EAGLE COUNTY RE 50,2355,EAGLE VA MS,8,M,40,3,7.5,12,30.0,14,35.0,11,27.5,62.5,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,3,F,35,2,5.7,13,37.1,12,34.3,8,22.9,57.1,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,3,M,28,4,14.3,7,25.0,11,39.3,6,21.4,60.7,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,4,F,25,5,20.0,6,24.0,12,48.0,2,8.0,56.0,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,4,M,20,2,10.0,3,15.0,12,60.0,3,15.0,75.0,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,5,F,24,3,12.5,5,20.8,11,45.8,5,20.8,66.7,0,0.0
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEME,5,M,35,5,14.3,11,31.4,8,22.9,11,31.4,54.3,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,3,F,28,3,10.7,11,39.3,11,39.3,3,10.7,50.0,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,3,M,32,7,21.9,12,37.5,12,37.5,1,3.1,40.6,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,4,F,26,1,3.8,9,34.6,8,30.8,8,30.8,61.5,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,4,M,31,3,9.7,10,32.3,12,38.7,6,19.4,58.1,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,5,F,21,2,9.5,7,33.3,11,52.4,1,4.8,57.1,0,0.0
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMEN,5,M,28,4,14.3,13,46.4,9,32.1,2,7.1,39.3,0,0.0
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,3,M,19,1,5.3,6,31.6,10,52.6,2,10.5,63.2,0,0.0
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,4,F,16,5,31.3,3,18.8,3,18.8,5,31.3,50.0,0,0.0
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,4,M,27,4,14.8,13,48.1,7,25.9,3,11.1,37.0,0,0.0
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK EL,5,M,25,4,16.0,10,40.0,5,20.0,6,24.0,44.0,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,3,F,20,1,5.0,6,30.0,7,35.0,6,30.0,65.0,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,3,M,24,2,8.3,8,33.3,10,41.7,4,16.7,58.3,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,4,F,29,4,13.8,12,41.4,10,34.5,3,10.3,44.8,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,4,M,20,5,25.0,3,15.0,11,55.0,1,5.0,60.0,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,5,F,31,7,22.6,7,22.6,10,32.3,7,22.6,54.8,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,5,M,29,8,27.6,9,31.0,9,31.0,3,10.3,41.4,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,6,F,53,11,20.8,20,37.7,16,30.2,6,11.3,41.5,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,6,M,42,8,19.0,13,31.0,14,33.3,6,14.3,47.6,1,2.4
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,7,F,29,8,27.6,10,34.5,6,20.7,5,17.2,37.9,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,7,M,51,6,11.8,10,19.6,18,35.3,16,31.4,66.7,1,2.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,8,F,31,3,9.7,9,29.0,9,29.0,10,32.3,61.3,0,0.0
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PK S,8,M,42,7,16.7,13,31.0,7,16.7,15,35.7,52.4,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,3,F,19,0,0.0,8,42.1,8,42.1,3,15.8,57.9,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,3,M,21,1,4.8,3,14.3,8,38.1,9,42.9,81.0,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,4,F,26,0,0.0,9,34.6,8,30.8,9,34.6,65.4,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,4,M,16,4,25.0,3,18.8,3,18.8,6,37.5,56.3,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,5,F,19,1,5.3,4,21.1,8,42.1,6,31.6,73.7,0,0.0
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE,5,M,21,0,0.0,3,14.3,6,28.6,12,57.1,85.7,0,0.0
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,7,F,16,1,6.3,1,6.3,4,25.0,10,62.5,87.5,0,0.0
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
